fig_num,name,inventory_id,set_num,set_name,year,parent_id,parent_theme,theme_id,theme
fig-011649,Superboy,16294,5004076-1,Minifigure Gift Set (Target Exclusive),2014,535,Collectible Minifigures,535,Collectible Minifigures
fig-011650,"Green Torso, Dark Green Legs, Dark Brown Hair - 2016 The LEGO Store San Francisco Centre",91240,SANFRANCISCO-1,LEGO Store Grand Opening San Francisco CA,2016,408,LEGO Brand Store,408,LEGO Brand Store
fig-011654,"Lloyd - The Island, Dark Green Camouflage, Mask",108359,892179-1,Lloyd,2021,435,Ninjago,435,Ninjago
fig-011655,"Pilot, Blue Jacket with Plane Logo and Blue Tie, Blue Legs, Blue Hat, Smile, Black Eyebrows",109146,9348-1,Community Minifigures,2011,507,Educational and Dacta,533,Town
fig-011656,"Man, Blue Jacket with Orange Stripes, Blue Legs, Yellow Hard Hat, Light Bluish Gray Beard, Black Eyebrows",109146,9348-1,Community Minifigures,2011,507,Educational and Dacta,533,Town
fig-011657,"Chef, Red Neckerchief, White Legs, Smile, Black Eyebrows",109146,9348-1,Community Minifigures,2011,507,Educational and Dacta,533,Town
fig-011658,"Boy, Floating Classic Spaceman on Shirt, Short Blue Legs, Lime Cap, Black Eyebrows",109146,9348-1,Community Minifigures,2011,507,Educational and Dacta,533,Town
fig-011659,"Doctor, White Shirt with Star of Life Logo, Dark Orange Hair, Black Eyebrows",109146,9348-1,Community Minifigures,2011,507,Educational and Dacta,533,Town
fig-011660,"Fireman, Black Fire Jacket with Radio and Badge, White Helmet, Black Eyebrows",109146,9348-1,Community Minifigures,2011,507,Educational and Dacta,533,Town
fig-011661,"Mechanic, Blue Jumpsuit with Octan Logo, Red Cap, Smile, Black Eyebrows",109146,9348-1,Community Minifigures,2011,507,Educational and Dacta,533,Town
fig-011662,"Man, Green Overalls over Red Shirt, Reddish Brown Hair, Black Eyebrows",109146,9348-1,Community Minifigures,2011,507,Educational and Dacta,533,Town
fig-011663,"Boy, Blue Overalls, Short Blue Legs, Orange Cap, Black Eyebrows",109146,9348-1,Community Minifigures,2011,507,Educational and Dacta,533,Town
fig-011664,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat (3626bpr0891 Head)",109146,9348-1,Community Minifigures,2011,507,Educational and Dacta,533,Town
fig-011665,"Postal Worker, Red Jacket with Zipper and Letter Logo, Red Legs, Black Cap, Black Eyebrows",109146,9348-1,Community Minifigures,2011,507,Educational and Dacta,533,Town
fig-011666,"Pirate - Captain, Black Legs, Plume, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011667,"Gold Prospector, Man, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011668,"Soldier (Imperial Soldier II) - Printed Shako, Smile, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011669,"King, Lion on Chest, Gold Crown, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011670,"Knight, Armor with Straps, Light Bluish Gray Helmet, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011671,"Merman - Dark Orange Hair, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011672,"Pirate - Blue Vest, Reddish Brown Legs, Red Bandana, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011673,"Boy, Coat with Red Sash, Helmet with Red Feather, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011674,"Knight, Dark Blue Jacket with Sash, Light Bluish Gray Helmet, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011675,"Snake Charmer, Dark Tan Turban, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011676,"Groom, Black Suit, Black Top Hat, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011677,"Wizard - Sand Blue Body, Dark Green Legs, Black Eyebrows",109158,9349-1,Fairytale and Historic Minifigures,2011,507,Educational and Dacta,507,Educational and Dacta
fig-011678,Arsenal,72501,SDCC2015-5,Arsenal,2015,695,Super Heroes DC,695,Super Heroes DC
fig-011679,Steve Rogers Captain America (SDCC 2016),34532,SDCC2016-1,Steve Rogers Captain America,2016,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011680,"Medium Blue Tors, Black Legs, Tan Hat - 2018 The LEGO Store McAllen, Tx",88101,MCALLEN-1,"Grand Opening LEGO Store McAllen, TX",2018,408,LEGO Brand Store,408,LEGO Brand Store
fig-011681,"Lime Torso, Dark Purple Legs, Dark Purple Top Head - 2018 The LEGO Store New Orleans, CA",88104,NEWORLEANS-1,"Grand Opening LEGO Store New Orleans, LA",2018,408,LEGO Brand Store,408,LEGO Brand Store
fig-011682,"Sofie - Bright Green Torso, Dark Purple Legs, Black Hair",109216,45345-1,SPIKE Essential,2021,507,Educational and Dacta,507,Educational and Dacta
fig-011682,"Sofie - Bright Green Torso, Dark Purple Legs, Black Hair",109226,2000723-1,SPIKE Essential Replacement Pack 2,2021,507,Educational and Dacta,507,Educational and Dacta
fig-011682,"Sofie - Bright Green Torso, Dark Purple Legs, Black Hair",116853,2000458-1,SPIKE Essential Introductory Set,2021,507,Educational and Dacta,507,Educational and Dacta
fig-011682,"Sofie - Bright Green Torso, Dark Purple Legs, Black Hair",141761,2000727-1,SPIKE Essential Minifigures,2022,507,Educational and Dacta,507,Educational and Dacta
fig-011683,"Maria - Magenta Torso, Orange Legs, Reddish Brown Hair",109216,45345-1,SPIKE Essential,2021,507,Educational and Dacta,507,Educational and Dacta
fig-011683,"Maria - Magenta Torso, Orange Legs, Reddish Brown Hair",109226,2000723-1,SPIKE Essential Replacement Pack 2,2021,507,Educational and Dacta,507,Educational and Dacta
fig-011683,"Maria - Magenta Torso, Orange Legs, Reddish Brown Hair",141761,2000727-1,SPIKE Essential Minifigures,2022,507,Educational and Dacta,507,Educational and Dacta
fig-011684,"Leo - Blue Torso, Green Legs, Medium Nougat Hair",109216,45345-1,SPIKE Essential,2021,507,Educational and Dacta,507,Educational and Dacta
fig-011684,"Leo - Blue Torso, Green Legs, Medium Nougat Hair",109226,2000723-1,SPIKE Essential Replacement Pack 2,2021,507,Educational and Dacta,507,Educational and Dacta
fig-011684,"Leo - Blue Torso, Green Legs, Medium Nougat Hair",141761,2000727-1,SPIKE Essential Minifigures,2022,507,Educational and Dacta,507,Educational and Dacta
fig-011685,"Daniel - Red Torso, Dark Azure Legs, Black Hair",109216,45345-1,SPIKE Essential,2021,507,Educational and Dacta,507,Educational and Dacta
fig-011685,"Daniel - Red Torso, Dark Azure Legs, Black Hair",109226,2000723-1,SPIKE Essential Replacement Pack 2,2021,507,Educational and Dacta,507,Educational and Dacta
fig-011685,"Daniel - Red Torso, Dark Azure Legs, Black Hair",141761,2000727-1,SPIKE Essential Minifigures,2022,507,Educational and Dacta,507,Educational and Dacta
fig-011686,The Kraang,9701,COMCON026-1,Kraang,2012,570,Teenage Mutant Ninja Turtles,570,Teenage Mutant Ninja Turtles
fig-011687,Deadpool Duck,34536,COMCON053-1,Deadpool Duck,2017,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011688,Black Lightning,34535,SDCC2018-2,Black Lightning,2018,695,Super Heroes DC,695,Super Heroes DC
fig-011689,Spider-Woman - SDCC Exclusive,3513,COMCON027-1,Spider-Woman,2013,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011690,Spider-Man - SDCC Exclusive,7098,COMCON028-1,Spider-Man,2013,696,Super Heroes Marvel,706,Spider-Man
fig-011691,Barb - SDCC Exclusive,37854,SDCC2019-3,Barb,2019,680,Stranger Things,680,Stranger Things
fig-011696,"Ariel - Human Form, White Dress",110146,302106-1,Princess Ariel,2021,579,Disney Princess,579,Disney Princess
fig-011697,Karamo Brown,110209,10291-1,Queer Eye: The Fab 5 Loft,2021,721,Icons,721,Icons
fig-011698,Jonathan Van Ness,110209,10291-1,Queer Eye: The Fab 5 Loft,2021,721,Icons,721,Icons
fig-011699,Antoni Porowski,110209,10291-1,Queer Eye: The Fab 5 Loft,2021,721,Icons,721,Icons
fig-011700,Kathi Dooley (Before),110209,10291-1,Queer Eye: The Fab 5 Loft,2021,721,Icons,721,Icons
fig-011701,Kathi Dooley (After),110209,10291-1,Queer Eye: The Fab 5 Loft,2021,721,Icons,721,Icons
fig-011702,Bobby Berk,110209,10291-1,Queer Eye: The Fab 5 Loft,2021,721,Icons,721,Icons
fig-011703,Tan France,110209,10291-1,Queer Eye: The Fab 5 Loft,2021,721,Icons,721,Icons
fig-011705,"Santa, Black Boots, Candy Cane on Back",110576,40499-1,Santa’s Sleigh,2021,206,Seasonal,227,Christmas
fig-011706,Brooklynn,102145,76939-1,Stygimoloch Dinosaur Escape,2021,602,Jurassic World,602,Jurassic World
fig-011707,Ben,102145,76939-1,Stygimoloch Dinosaur Escape,2021,602,Jurassic World,602,Jurassic World
fig-011708,Darius,102146,76940-1,T. rex Dinosaur Fossil Exhibition,2021,602,Jurassic World,602,Jurassic World
fig-011709,Kenji,102148,76941-1,Carnotaurus Dinosaur Chase,2021,602,Jurassic World,602,Jurassic World
fig-011710,Sammy,102148,76941-1,Carnotaurus Dinosaur Chase,2021,602,Jurassic World,602,Jurassic World
fig-011711,Yaz with Life Jacket,102149,76942-1,Baryonyx Dinosaur Boat Escape,2021,602,Jurassic World,602,Jurassic World
fig-011712,Darius with Life Jacket,102149,76942-1,Baryonyx Dinosaur Boat Escape,2021,602,Jurassic World,602,Jurassic World
fig-011716,Sam Grizzled with Hair,118861,60317-1,Police Chase at the Bank,2022,52,City,52,City
fig-011717,Nick Fury with Beanie Hat,107557,76196-1,Marvel The Avengers Advent Calendar 2021,2021,206,Seasonal,207,Advent
fig-011718,Thor with Red Scarf,107557,76196-1,Marvel The Avengers Advent Calendar 2021,2021,206,Seasonal,207,Advent
fig-011720,Tony Stark in Ugly Christmas Sweater,107557,76196-1,Marvel The Avengers Advent Calendar 2021,2021,206,Seasonal,207,Advent
fig-011721,"Thanos, No Helmet",107557,76196-1,Marvel The Avengers Advent Calendar 2021,2021,206,Seasonal,207,Advent
fig-011722,"Spider-Man, Bright Light Orange Letterman Jacket",107557,76196-1,Marvel The Avengers Advent Calendar 2021,2021,206,Seasonal,207,Advent
fig-011723,"The Mandalorian / Din Djarin, Dark Brown Outfit with Jet Pack, Black Head",107472,75319-1,The Armorer's Mandalorian Forge,2021,158,Star Wars,158,Star Wars
fig-011723,"The Mandalorian / Din Djarin, Dark Brown Outfit with Jet Pack, Black Head",118781,75321-1,The Razor Crest Microfighter,2022,158,Star Wars,158,Star Wars
fig-011724,The Armorer,107472,75319-1,The Armorer's Mandalorian Forge,2021,158,Star Wars,158,Star Wars
fig-011725,Paz Vizsla,107472,75319-1,The Armorer's Mandalorian Forge,2021,158,Star Wars,158,Star Wars
fig-011728,"FC Barcelona Fan - Dark Blue Legs, Black Short Hair",109755,40485-1,FC Barcelona Celebration,2021,598,Promotional,598,Promotional
fig-011729,"FC Barcelona Fan - Sand Blue Legs, Dark Red Cap",109755,40485-1,FC Barcelona Celebration,2021,598,Promotional,598,Promotional
fig-011730,"FC Barcelona Fan - White Legs, Dark Blue Cap",109755,40485-1,FC Barcelona Celebration,2021,598,Promotional,598,Promotional
fig-011731,"FC Barcelona Fan - Dark Red Legs, Black Long Hair",109755,40485-1,FC Barcelona Celebration,2021,598,Promotional,598,Promotional
fig-011732,"FC Barcelona Fan - Medium Blue Legs, Dark Orange Hair",109755,40485-1,FC Barcelona Celebration,2021,598,Promotional,598,Promotional
fig-011733,"Fire Fighter - Black Torso, Black Legs, White Helmet",110727,77943-1,Fire Station Starter Set,2021,52,City,52,City
fig-011733,"Fire Fighter - Black Torso, Black Legs, White Helmet",118858,60321-1,Fire Brigade,2022,52,City,52,City
fig-011734,"Fire Fighter - White Torso, Black Legs, Red Cap",110727,77943-1,Fire Station Starter Set,2021,52,City,52,City
fig-011735,"Fire Fighter - Black Torso, Black Legs, Red Helmet",110727,77943-1,Fire Station Starter Set,2021,52,City,52,City
fig-011736,"Fire Fighter - Black Torso, Black Legs, Red Helmet, Female",110728,77944-1,Fire Station Headquarters,2021,52,City,52,City
fig-011737,"Fire Fighter, Pilot - Orange Torso, Orange Legs, White Helmet",110728,77944-1,Fire Station Headquarters,2021,52,City,52,City
fig-011738,"Fire Fighter - Black Torso, Black Legs, Red Helmet, Dark Tan Beard",110728,77944-1,Fire Station Headquarters,2021,52,City,52,City
fig-011739,"Fire Fighter - White Torso, Black Legs, Red Cap",110728,77944-1,Fire Station Headquarters,2021,52,City,52,City
fig-011740,"Scarlet Witch, with Tiara",108978,71031-1,The Scarlet Witch,2021,535,Collectible Minifigures,715,Marvel
fig-011741,Vision (White),108979,71031-2,The Vision,2021,535,Collectible Minifigures,715,Marvel
fig-011742,Monica Rambeau,108980,71031-3,Monica Rambeau,2021,535,Collectible Minifigures,715,Marvel
fig-011743,Winter Soldier - Captain America Suit,108981,71031-4,Winter Soldier,2021,535,Collectible Minifigures,715,Marvel
fig-011745,Falcon - Captain America,108982,71031-5,Captain America,2021,535,Collectible Minifigures,715,Marvel
fig-011746,"Harry Potter, Sand Blue Shirt, Short Dark Tan Legs",141348,9782378891268-1,Harry Potter: Harry’s Adventures at Hogwarts,2022,497,Books,497,Books
fig-011746,"Harry Potter, Sand Blue Shirt, Short Dark Tan Legs",145920,76405-1,Hogwarts Express - Collectors’ Edition,2022,246,Harry Potter,246,Harry Potter
fig-011747,"Loki - Dark Tan Torso, Dark Brown Legs",108983,71031-6,Loki,2021,535,Collectible Minifigures,715,Marvel
fig-011748,Sylvie,108984,71031-7,Sylvie,2021,535,Collectible Minifigures,715,Marvel
fig-011750,Spider Man - Zombie Hunter,108986,71031-8,Zombie Hunter Spidey,2021,535,Collectible Minifigures,715,Marvel
fig-011751,Captain America - Zombie,108987,71031-9,Zombie Captain America,2021,535,Collectible Minifigures,715,Marvel
fig-011752,Captain Carter,108988,71031-10,Captain Carter,2021,535,Collectible Minifigures,715,Marvel
fig-011754,T'Challa Star-Lord,108989,71031-11,T'Challa Star-Lord,2021,535,Collectible Minifigures,715,Marvel
fig-011755,Gamora - Gold Armor,108990,71031-12,Gamora with Blade of Thanos,2021,535,Collectible Minifigures,715,Marvel
fig-011758,"Minerva McGonagall, Gold",108088,76391-1,Hogwarts Icons Collectors’ Edition,2021,246,Harry Potter,246,Harry Potter
fig-011760,"Albus Dumbledore, Gold",108088,76391-1,Hogwarts Icons Collectors’ Edition,2021,246,Harry Potter,246,Harry Potter
fig-011761,"Hagrid, Gold",108088,76391-1,Hogwarts Icons Collectors’ Edition,2021,246,Harry Potter,246,Harry Potter
fig-011772,"Police Officer, Sand Blue Torso, Dark Blue Legs",110906,952109-1,Police Officer with Dog,2021,52,City,61,Police
fig-011773,"White Torso, Green Legs, White Pith Helmet",111314,9782-1,Volcanic Panic Challenge Kit,2000,398,FIRST LEGO League,398,FIRST LEGO League
fig-011791,"Larry Jones - Dark Red Torso, Dark Tan Legs, Tan Hat",113220,952110-1,Larry Jones - The Adventurer,2021,52,City,52,City
fig-011793,Spider-Man Noir with Shirt Tail,42617,76150-1,Spiderjet vs. Venom Mech,2020,696,Super Heroes Marvel,706,Spider-Man
fig-011796,"Mickey Mouse, Tuxedo with Red Bowtie",111463,40478-1,Mini Disney Castle,2021,608,Disney,608,Disney
fig-011798,"Santa, Black Boots",111654,10293-1,Santa's Visit,2021,206,Seasonal,227,Christmas
fig-011799,"Man, Medium Nougat Sweater, Red Scarf",111654,10293-1,Santa's Visit,2021,206,Seasonal,227,Christmas
fig-011800,"Girl, Dark Turquoise Pajamas",111654,10293-1,Santa's Visit,2021,206,Seasonal,227,Christmas
fig-011801,"Woman, Medium Lavender Cardigan, Dark Blue Legs",111654,10293-1,Santa's Visit,2021,206,Seasonal,227,Christmas
fig-011802,"Mysterio, Pearl Gold and Dark Green Outfit",104817,76184-1,Spider-Man vs. Mysterio’s Drone Attack,2021,696,Super Heroes Marvel,706,Spider-Man
fig-011804,"Spider-Man, Black and Red Outfit",104817,76184-1,Spider-Man vs. Mysterio’s Drone Attack,2021,696,Super Heroes Marvel,706,Spider-Man
fig-011804,"Spider-Man, Black and Red Outfit",120379,30443-1,Spider-Man Bridge Battle,2022,696,Super Heroes Marvel,706,Spider-Man
fig-011805,Phastos,110867,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011805,Phastos,129450,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011806,Makkari,110865,76154-1,Deviant Ambush!,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011806,Makkari,110867,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011806,Makkari,129450,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011807,Sersi,110866,76155-1,In Arishem’s Shadow,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011807,Sersi,110867,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011807,Sersi,129450,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011808,Ikaris,110863,76145-1,Eternals’ Aerial Assault,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011808,Ikaris,110866,76155-1,In Arishem’s Shadow,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011808,Ikaris,110867,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011808,Ikaris,129450,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011809,Thena,110865,76154-1,Deviant Ambush!,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011809,Thena,110867,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011809,Thena,129450,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011810,Druig,110867,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011810,Druig,129450,76156-1,Rise of the Domo,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011811,Kingo,110866,76155-1,In Arishem’s Shadow,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011812,Ajak,110866,76155-1,In Arishem’s Shadow,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011813,Gilgamesh,110865,76154-1,Deviant Ambush!,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011814,Sprite,110863,76145-1,Eternals’ Aerial Assault,2021,696,Super Heroes Marvel,696,Super Heroes Marvel
fig-011815,Alien Dancer,98678,43108-1,Alien Dancer,2021,713,VIDIYO,713,VIDIYO
fig-011816,Discowgirl Guitarist,113501,43108-2,Discowgirl Guitarist,2021,713,VIDIYO,713,VIDIYO
fig-011817,DJ Rasp-Beary,113502,43108-3,DJ Rasp-Beary,2021,713,VIDIYO,713,VIDIYO
fig-011818,Dragon Guitarist,113503,43108-4,Dragon Guitarist,2021,713,VIDIYO,713,VIDIYO
fig-011819,Karaoke Mermaid,113504,43108-5,Karaoke Mermaid,2021,713,VIDIYO,713,VIDIYO
fig-011820,DJ Captain,113505,43108-6,DJ Captain,2021,713,VIDIYO,713,VIDIYO
fig-011821,Puppy Singer,113506,43108-7,Puppy Singer,2021,713,VIDIYO,713,VIDIYO
fig-011822,"Stunt Rider, Coral Race Jacket, Dark Purple Legs",104844,60293-1,Stunt Park,2021,52,City,52,City
fig-011823,"Freya McCloud, Stunt Rider Outfit",104795,60311-1,Fire Stunt Bike,2021,52,City,52,City
fig-011824,Spotlight,104797,60309-1,Selfie Stunt Bike,2021,52,City,52,City
fig-011825,Rocket Racer,104796,60298-1,Rocket Stunt Bike,2021,52,City,52,City
fig-011826,Raze,104798,60296-1,Wheelie Stunt Bike,2021,52,City,52,City
fig-011827,"Stunt Rider, White Race Jacket, Dark Bluish Gray Legs, Reddish Brown Helmet",104789,60295-1,Stunt Show Arena,2021,52,City,52,City
fig-011828,"Ann, Stunt Rider Outfit",104789,60295-1,Stunt Show Arena,2021,52,City,52,City
fig-011829,"Woman, Open Green Jacket, Dark Tan Legs, Black Hair",104789,60295-1,Stunt Show Arena,2021,52,City,52,City
fig-011830,"Boy, Lime Hoodie, Short Dark Blue Legs",104789,60295-1,Stunt Show Arena,2021,52,City,52,City
fig-011831,"Woman, Blue Jacket, Dark Blue Legs, Medium Nougat Hair",104789,60295-1,Stunt Show Arena,2021,52,City,52,City
fig-011832,Alex,104789,60295-1,Stunt Show Arena,2021,52,City,52,City
fig-011833,Dynamo Doug,104789,60295-1,Stunt Show Arena,2021,52,City,52,City
fig-011834,"Wallop, Shoulder Armor",104794,60297-1,Demolition Stunt Bike,2021,52,City,52,City
fig-011835,"Clemmons, Chicken Costume",104793,60310-1,Chicken Stunt Bike,2021,52,City,52,City
fig-011836,"Duke DeTain, Stunt Rider Outfit",104792,60299-1,Stunt Competition,2021,52,City,52,City
fig-011837,"Woman, Sand Blue Vest Jacket, Black Legs, Black Hair",104792,60299-1,Stunt Competition,2021,52,City,52,City
fig-011838,Citrus The Clown,104791,60294-1,Stunt Show Truck,2021,52,City,52,City
fig-011839,"Stunt Rider, White Race Jacket, Dark Azure Legs, White Cap",104791,60294-1,Stunt Show Truck,2021,52,City,52,City
fig-011840,Incognitro (Incogn!tro),104791,60294-1,Stunt Show Truck,2021,52,City,52,City
fig-011841,"Thanos, Pearl Gold Armor",102101,76237-1,Sanctuary II: Endgame Battle,2021,696,Super Heroes Marvel,702,Avengers
fig-011842,"Captain Marvel, Short Tan Hair",102101,76237-1,Sanctuary II: Endgame Battle,2021,696,Super Heroes Marvel,702,Avengers
fig-011844,"Vulture, Reddish Brown Jacket, Black Helmet",104814,76195-1,Spider-Man’s Drone Duel,2021,696,Super Heroes Marvel,706,Spider-Man
fig-011845,"Spider-Man, Black and Yellow Outfit",104814,76195-1,Spider-Man’s Drone Duel,2021,696,Super Heroes Marvel,706,Spider-Man
fig-011846,"Spider-Man, Red, Black, and Gold Outfit",104813,76185-1,Spider-Man at the Sanctum Workshop,2021,696,Super Heroes Marvel,706,Spider-Man
fig-011847,"Wong, Black Hair",104813,76185-1,Spider-Man at the Sanctum Workshop,2021,696,Super Heroes Marvel,706,Spider-Man
fig-011848,"Doctor Strange, Plastic Cape",104813,76185-1,Spider-Man at the Sanctum Workshop,2021,696,Super Heroes Marvel,706,Spider-Man
fig-011849,"MJ, Dark Bluish Gray Plaid Shirt",104813,76185-1,Spider-Man at the Sanctum Workshop,2021,696,Super Heroes Marvel,706,Spider-Man
fig-011850,"Batman, Black Suit, Black Cape and Cowl, Copper Utility Belt (37157 Cape)(Dark Knight Trilogy)",110759,76239-1,Batmobile Tumbler: Scarecrow Showdown,2021,695,Super Heroes DC,697,Batman
fig-011851,"Scarecrow, Dark Bluish Gray Suit",110759,76239-1,Batmobile Tumbler: Scarecrow Showdown,2021,695,Super Heroes DC,697,Batman
fig-011852,Slime Singer,113508,43108-9,Slime Singer,2021,713,VIDIYO,713,VIDIYO
fig-011853,Carnival Dancer,113509,43108-10,Carnival Dancer,2021,713,VIDIYO,713,VIDIYO
fig-011854,Zombie Dancer,113511,43108-12,Zombie Dancer,2021,713,VIDIYO,713,VIDIYO
fig-011855,Vampire Bassist,113510,43108-11,Vampire Bassist,2021,713,VIDIYO,713,VIDIYO
fig-011856,DJ Beatbox,113507,43108-8,DJ Beatbox,2021,713,VIDIYO,713,VIDIYO
fig-011857,"White Torso, Red Legs, Orange Cap",36569,2000418-1,Workshop Kit for Simple Machines,2012,507,Educational and Dacta,507,Educational and Dacta
fig-011858,"Orange Torso, Red Legs, Dark Brown Hair",36569,2000418-1,Workshop Kit for Simple Machines,2012,507,Educational and Dacta,507,Educational and Dacta
fig-011860,Kevin McCallister,114399,21330-1,Home Alone,2021,576,LEGO Ideas and CUUSOO,576,LEGO Ideas and CUUSOO
fig-011861,Marv Merchants,114399,21330-1,Home Alone,2021,576,LEGO Ideas and CUUSOO,576,LEGO Ideas and CUUSOO
fig-011862,Harry Lime,114399,21330-1,Home Alone,2021,576,LEGO Ideas and CUUSOO,576,LEGO Ideas and CUUSOO
fig-011863,Marley,114399,21330-1,Home Alone,2021,576,LEGO Ideas and CUUSOO,576,LEGO Ideas and CUUSOO
fig-011864,Kate McCallister,114399,21330-1,Home Alone,2021,576,LEGO Ideas and CUUSOO,576,LEGO Ideas and CUUSOO
fig-011865,Sinjin Prescott - No Backpack,114637,122116-1,Sinjin Prescott with Buggy,2021,602,Jurassic World,602,Jurassic World
fig-011867,"Marcus Flint, Dark Green, Dark Bluish Gray, and White Slytherin Quidditch Uniform - 3626b Head",3822,4737-1,Quidditch Match,2010,246,Harry Potter,246,Harry Potter
fig-011868,"Woman, Open Green Jacket, Black Legs, Lavender Hair",115335,40488-1,Coffee Cart,2021,22,Creator,22,Creator
fig-011869,"Barista, Reddish Brown Apron, Sand Blue Legs, Dark Bluish Gray Beanie Hat",115335,40488-1,Coffee Cart,2021,22,Creator,22,Creator
fig-011871,Wyplash - No Shoulder Guards (Legacy),115383,112114-1,Zane vs. Wyplash,2021,435,Ninjago,435,Ninjago
fig-011872,"Worker - Orange Safety Vest, Dark Blue Legs, Red Helmet",115943,952111-1,Builder and Traffic Light,2021,52,City,52,City
fig-011874,"Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Light Nougat Head, Dark Bluish Gray Hips, Black Legs",114156,76183-1,Batcave: The Riddler Face-off,2021,695,Super Heroes DC,697,Batman
fig-011874,"Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Light Nougat Head, Dark Bluish Gray Hips, Black Legs",114157,76181-1,Batmobile: The Penguin Chase,2021,695,Super Heroes DC,697,Batman
fig-011874,"Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Light Nougat Head, Dark Bluish Gray Hips, Black Legs",114158,76179-1,Batman & Selina Kyle Motorcycle Pursuit,2021,695,Super Heroes DC,697,Batman
fig-011875,"The Penguin, Standard Legs",114157,76181-1,Batmobile: The Penguin Chase,2021,695,Super Heroes DC,697,Batman
fig-011876,"Bruce Wayne, Dark Bluish Gray Hoodie",114156,76183-1,Batcave: The Riddler Face-off,2021,695,Super Heroes DC,697,Batman
fig-011877,"The Riddler, Olive Green Outfit",114156,76183-1,Batcave: The Riddler Face-off,2021,695,Super Heroes DC,697,Batman
fig-011878,"Selina Kyle, Motorcycle Jacket",114156,76183-1,Batcave: The Riddler Face-off,2021,695,Super Heroes DC,697,Batman
fig-011878,"Selina Kyle, Motorcycle Jacket",114158,76179-1,Batman & Selina Kyle Motorcycle Pursuit,2021,695,Super Heroes DC,697,Batman
fig-011880,"James Gordon, Black Suit, Black Hair",114156,76183-1,Batcave: The Riddler Face-off,2021,695,Super Heroes DC,697,Batman
fig-011882,"Alfred Pennyworth, Light Bluish Gray Hair and Beard",114156,76183-1,Batcave: The Riddler Face-off,2021,695,Super Heroes DC,697,Batman
fig-011883,"Kid - Black Torso, Dark Azure Legs, Dark Azure Hat",117052,80109-1,Lunar New Year Ice Festival,2021,686,Chinese Traditional Festivals,686,Chinese Traditional Festivals
